x	y	z	Name	Colour (red)	Colour (green)	Colour (blue)
508222.2999	5899932.2721	0.0000	LineP2	0	140	0
508222.7015	5899931.3484	0.0000	LineP2	0	140	0
508222.7015	5899931.2681	0.0000	LineP2	0	140	0
508222.3401	5899929.7822	0.0000	LineP2	0	140	0
508222.3401	5899929.7420	0.0000	LineP2	0	140	0
508222.6212	5899928.4569	0.0000	LineP2	0	140	0
508222.6212	5899928.4167	0.0000	LineP2	0	140	0
508222.7015	5899928.3364	0.0000	LineP2	0	140	0
508222.7417	5899928.2963	0.0000	LineP2	0	140	0
508222.7417	5899928.2561	0.0000	LineP2	0	140	0
508222.7417	5899928.1758	0.0000	LineP2	0	140	0
508222.9023	5899927.3324	0.0000	LineP2	0	140	0
508222.9425	5899927.2923	0.0000	LineP2	0	140	0
508223.1031	5899927.0915	0.0000	LineP2	0	140	0
508224.7497	5899926.2883	0.0000	LineP2	0	140	0
508225.1111	5899925.3244	0.0000	LineP2	0	140	0
508225.1111	5899925.2843	0.0000	LineP2	0	140	0
508224.4284	5899923.6779	0.0000	LineP2	0	140	0
508224.3481	5899923.5975	0.0000	LineP2	0	140	0
508224.3079	5899923.4369	0.0000	LineP2	0	140	0
508223.8260	5899922.0715	0.0000	LineP2	0	140	0
508223.7858	5899922.0715	0.0000	LineP2	0	140	0
508223.7457	5899921.9911	0.0000	LineP2	0	140	0
508222.7015	5899920.3847	0.0000	LineP2	0	140	0
508219.8903	5899918.4972	0.0000	LineP2	0	140	0
508218.2036	5899916.8105	0.0000	LineP2	0	140	0
508218.1634	5899916.7703	0.0000	LineP2	0	140	0
508216.5570	5899915.4451	0.0000	LineP2	0	140	0
508214.3081	5899913.8387	0.0000	LineP2	0	140	0
508212.9025	5899912.1118	0.0000	LineP2	0	140	0
508211.9386	5899910.5054	0.0000	LineP2	0	140	0
508211.9386	5899910.4652	0.0000	LineP2	0	140	0
508211.7378	5899909.1801	0.0000	LineP2	0	140	0
508211.6575	5899909.1400	0.0000	LineP2	0	140	0
508211.6174	5899909.0596	0.0000	LineP2	0	140	0
508209.8102	5899907.3729	0.0000	LineP2	0	140	0
508209.6897	5899907.2926	0.0000	LineP2	0	140	0
508206.5974	5899906.0878	0.0000	LineP2	0	140	0
508206.5572	5899906.0878	0.0000	LineP2	0	140	0
508204.3083	5899905.2444	0.0000	LineP2	0	140	0
508204.2681	5899905.2444	0.0000	LineP2	0	140	0
508204.1075	5899905.1240	0.0000	LineP2	0	140	0
508202.8223	5899904.4011	0.0000	LineP2	0	140	0
508202.2199	5899904.2806	0.0000	LineP2	0	140	0
508201.1356	5899904.6822	0.0000	LineP2	0	140	0
508199.9308	5899905.2846	0.0000	LineP2	0	140	0
508198.3646	5899905.6460	0.0000	LineP2	0	140	0
508196.4369	5899905.5256	0.0000	LineP2	0	140	0
508196.4369	5899905.4452	0.0000	LineP2	0	140	0
508195.6739	5899904.7625	0.0000	LineP2	0	140	0
508193.6257	5899904.5617	0.0000	LineP2	0	140	0
508191.4169	5899905.0035	0.0000	LineP2	0	140	0
508189.4089	5899905.6862	0.0000	LineP2	0	140	0
508189.3688	5899905.7264	0.0000	LineP2	0	140	0
508187.4411	5899906.8107	0.0000	LineP2	0	140	0
508185.8347	5899907.0918	0.0000	LineP2	0	140	0
