x	y	z	Name	Colour (red)	Colour (green)	Colour (blue)
508058.4473	5899776.6523	0.0000	LineP4	146	219	0
508056.3188	5899772.8371	0.0000	LineP4	146	219	0
508054.7927	5899771.6724	0.0000	LineP4	146	219	0
508054.7124	5899771.6724	0.0000	LineP4	146	219	0
508053.5076	5899769.9857	0.0000	LineP4	146	219	0
508051.5398	5899768.5399	0.0000	LineP4	146	219	0
508051.4996	5899768.4998	0.0000	LineP4	146	219	0
508049.4515	5899768.5399	0.0000	LineP4	146	219	0
508047.8049	5899769.3030	0.0000	LineP4	146	219	0
508047.7647	5899769.3030	0.0000	LineP4	146	219	0
508047.7246	5899769.3030	0.0000	LineP4	146	219	0
508046.5198	5899769.1423	0.0000	LineP4	146	219	0
508046.4796	5899769.1022	0.0000	LineP4	146	219	0
508046.4395	5899769.0620	0.0000	LineP4	146	219	0
508044.3913	5899767.6966	0.0000	LineP4	146	219	0
508042.9054	5899765.8894	0.0000	LineP4	146	219	0
508042.0219	5899763.8814	0.0000	LineP4	146	219	0
508041.9817	5899761.9135	0.0000	LineP4	146	219	0
508042.2806	5899760.1239	0.0000	LineP4	146	219	0
508041.8778	5899757.6491	0.0000	LineP4	146	219	0
508041.4195	5899754.6044	0.0000	LineP4	146	219	0
508041.1785	5899752.2752	0.0000	LineP4	146	219	0
508041.2187	5899752.2752	0.0000	LineP4	146	219	0
508041.3391	5899750.9499	0.0000	LineP4	146	219	0
508040.8171	5899749.6648	0.0000	LineP4	146	219	0
508040.8171	5899749.5844	0.0000	LineP4	146	219	0
508040.8171	5899749.5041	0.0000	LineP4	146	219	0
508040.6564	5899747.8174	0.0000	LineP4	146	219	0
508040.6163	5899747.6568	0.0000	LineP4	146	219	0
508040.0942	5899745.8897	0.0000	LineP4	146	219	0
508040.1343	5899745.8496	0.0000	LineP4	146	219	0
508040.0540	5899744.2030	0.0000	LineP4	146	219	0
508040.1343	5899742.0745	0.0000	LineP4	146	219	0
508040.0540	5899741.9942	0.0000	LineP4	146	219	0
508038.0862	5899740.5886	0.0000	LineP4	146	219	0
508035.4758	5899739.5846	0.0000	LineP4	146	219	0
508033.5080	5899738.5806	0.0000	LineP4	146	219	0
508039.3713	5899730.0265	0.0000	LineP4	146	219	0
508040.7769	5899730.7494	0.0000	LineP4	146	219	0
508042.3030	5899731.0707	0.0000	LineP4	146	219	0
508042.3431	5899731.0707	0.0000	LineP4	146	219	0
508043.6684	5899731.2313	0.0000	LineP4	146	219	0
508045.4355	5899731.1109	0.0000	LineP4	146	219	0
508045.4756	5899731.0707	0.0000	LineP4	146	219	0
508047.1623	5899730.5486	0.0000	LineP4	146	219	0
508047.2025	5899730.5486	0.0000	LineP4	146	219	0
508047.2828	5899730.5085	0.0000	LineP4	146	219	0
508048.2065	5899729.8659	0.0000	LineP4	146	219	0
508048.3671	5899729.8659	0.0000	LineP4	146	219	0
508048.4876	5899729.8659	0.0000	LineP4	146	219	0
508049.3310	5899729.7856	0.0000	LineP4	146	219	0
508049.3711	5899729.8257	0.0000	LineP4	146	219	0
508050.6563	5899731.2715	0.0000	LineP4	146	219	0
508050.7366	5899731.3518	0.0000	LineP4	146	219	0
508052.1823	5899732.5165	0.0000	LineP4	146	219	0
508052.2225	5899732.5566	0.0000	LineP4	146	219	0
508053.4675	5899733.4803	0.0000	LineP4	146	219	0
508053.5076	5899733.5205	0.0000	LineP4	146	219	0
508053.5478	5899733.5205	0.0000	LineP4	146	219	0
508053.5478	5899733.6008	0.0000	LineP4	146	219	0
508053.5879	5899733.6409	0.0000	LineP4	146	219	0
508055.1140	5899734.6048	0.0000	LineP4	146	219	0
508055.1542	5899734.6449	0.0000	LineP4	146	219	0
508056.3991	5899735.9702	0.0000	LineP4	146	219	0
508056.4393	5899736.0104	0.0000	LineP4	146	219	0
508056.4393	5899736.0505	0.0000	LineP4	146	219	0
508056.4393	5899736.1309	0.0000	LineP4	146	219	0
508057.8850	5899737.6971	0.0000	LineP4	146	219	0
