x	y	z	Name	Colour (red)	Colour (green)	Colour (blue)
507768.5229	5899384.6655	0.0000	PolygonP7	255	0	0
507768.5229	5899384.6071	0.0000	PolygonP7	255	0	0
507767.1809	5899381.5146	0.0000	PolygonP7	255	0	0
507767.1809	5899381.4563	0.0000	PolygonP7	255	0	0
507765.7805	5899378.7139	0.0000	PolygonP7	255	0	0
507763.4466	5899375.2130	0.0000	PolygonP7	255	0	0
507760.4124	5899370.2533	0.0000	PolygonP7	255	0	0
507743.5496	5899353.1571	0.0000	PolygonP7	255	0	0
507739.3485	5899348.3725	0.0000	PolygonP7	255	0	0
507739.3485	5899348.3141	0.0000	PolygonP7	255	0	0
507735.7892	5899344.9299	0.0000	PolygonP7	255	0	0
507731.0016	5899336.8717	0.0000	PolygonP7	255	0	0
507726.5291	5899328.7579	0.0000	PolygonP7	255	0	0
507711.1077	5899311.6127	0.0000	PolygonP7	255	0	0
507703.9891	5899305.0193	0.0000	PolygonP7	255	0	0
507697.5124	5899297.7840	0.0000	PolygonP7	255	0	0
507692.9028	5899289.9069	0.0000	PolygonP7	255	0	0
507692.9028	5899289.8486	0.0000	PolygonP7	255	0	0
507689.4019	5899283.7220	0.0000	PolygonP7	255	0	0
507684.6173	5899277.4786	0.0000	PolygonP7	255	0	0
507684.5589	5899277.4203	0.0000	PolygonP7	255	0	0
507682.9252	5899275.1447	0.0000	PolygonP7	255	0	0
507682.9252	5899275.0863	0.0000	PolygonP7	255	0	0
507678.3156	5899273.3359	0.0000	PolygonP7	255	0	0
507678.1989	5899273.1025	0.0000	PolygonP7	255	0	0
507675.9817	5899271.0603	0.0000	PolygonP7	255	0	0
507675.9817	5899271.0019	0.0000	PolygonP7	255	0	0
507675.9817	5899270.8269	0.0000	PolygonP7	255	0	0
507675.2231	5899267.5593	0.0000	PolygonP7	255	0	0
507675.3398	5899267.4426	0.0000	PolygonP7	255	0	0
507675.2231	5899265.2254	0.0000	PolygonP7	255	0	0
507675.2231	5899265.1670	0.0000	PolygonP7	255	0	0
507675.1064	5899265.0503	0.0000	PolygonP7	255	0	0
507674.9897	5899264.9336	0.0000	PolygonP7	255	0	0
507673.2393	5899261.5494	0.0000	PolygonP7	255	0	0
507673.1809	5899261.4911	0.0000	PolygonP7	255	0	0
507673.1809	5899261.3744	0.0000	PolygonP7	255	0	0
507670.4969	5899258.5153	0.0000	PolygonP7	255	0	0
507670.4385	5899258.5153	0.0000	PolygonP7	255	0	0
507670.2635	5899258.4569	0.0000	PolygonP7	255	0	0
507667.7545	5899257.0565	0.0000	PolygonP7	255	0	0
507667.6961	5899256.9982	0.0000	PolygonP7	255	0	0
507667.3460	5899256.8232	0.0000	PolygonP7	255	0	0
507666.9959	5899256.6481	0.0000	PolygonP7	255	0	0
507664.0201	5899254.4892	0.0000	PolygonP7	255	0	0
507663.9034	5899254.4309	0.0000	PolygonP7	255	0	0
507663.7867	5899254.3142	0.0000	PolygonP7	255	0	0
507661.0444	5899251.3384	0.0000	PolygonP7	255	0	0
507661.0444	5899251.2800	0.0000	PolygonP7	255	0	0
507660.9860	5899251.1633	0.0000	PolygonP7	255	0	0
507660.8693	5899251.0466	0.0000	PolygonP7	255	0	0
507660.2275	5899248.7127	0.0000	PolygonP7	255	0	0
507660.2275	5899248.6543	0.0000	PolygonP7	255	0	0
507660.1691	5899248.6543	0.0000	PolygonP7	255	0	0
507655.6763	5899243.9864	0.0000	PolygonP7	255	0	0
507652.9922	5899240.3688	0.0000	PolygonP7	255	0	0
507648.3827	5899235.2924	0.0000	PolygonP7	255	0	0
507643.7731	5899230.3911	0.0000	PolygonP7	255	0	0
507639.5720	5899225.2564	0.0000	PolygonP7	255	0	0
507634.8256	5899221.3058	0.0000	PolygonP7	255	0	0
507632.4534	5899216.9125	0.0000	PolygonP7	255	0	0
507632.3951	5899216.9125	0.0000	PolygonP7	255	0	0
507628.5440	5899213.7617	0.0000	PolygonP7	255	0	0
507625.5683	5899209.5022	0.0000	PolygonP7	255	0	0
507622.4758	5899206.1180	0.0000	PolygonP7	255	0	0
507618.2163	5899203.8424	0.0000	PolygonP7	255	0	0
507613.4277	5899201.7520	0.0000	PolygonP7	255	0	0
507611.9026	5899198.5198	0.0000	PolygonP7	255	0	0
507609.5148	5899194.7725	0.0000	PolygonP7	255	0	0
507608.4720	5899192.3477	0.0000	PolygonP7	255	0	0
507608.4720	5899192.2893	0.0000	PolygonP7	255	0	0
507608.4720	5899189.7220	0.0000	PolygonP7	255	0	0
507608.4720	5899189.6636	0.0000	PolygonP7	255	0	0
507608.4720	5899189.6053	0.0000	PolygonP7	255	0	0
507608.2329	5899185.7550	0.0000	PolygonP7	255	0	0
507608.5961	5899184.3363	0.0000	PolygonP7	255	0	0
507606.9550	5899185.4625	0.0000	PolygonP7	255	0	0
507606.2548	5899186.5711	0.0000	PolygonP7	255	0	0
507606.2548	5899186.6878	0.0000	PolygonP7	255	0	0
507604.9128	5899188.5550	0.0000	PolygonP7	255	0	0
507602.3454	5899188.6717	0.0000	PolygonP7	255	0	0
507602.2287	5899188.6717	0.0000	PolygonP7	255	0	0
507602.1120	5899188.6134	0.0000	PolygonP7	255	0	0
507600.1282	5899186.9796	0.0000	PolygonP7	255	0	0
507600.0698	5899186.9212	0.0000	PolygonP7	255	0	0
507599.8948	5899186.8045	0.0000	PolygonP7	255	0	0
507598.2610	5899185.5792	0.0000	PolygonP7	255	0	0
507598.2026	5899185.5792	0.0000	PolygonP7	255	0	0
507598.1443	5899185.5792	0.0000	PolygonP7	255	0	0
507594.8768	5899182.8368	0.0000	PolygonP7	255	0	0
507592.4845	5899179.6276	0.0000	PolygonP7	255	0	0
507592.4845	5899179.5693	0.0000	PolygonP7	255	0	0
507589.3920	5899176.0100	0.0000	PolygonP7	255	0	0
507586.6496	5899171.8672	0.0000	PolygonP7	255	0	0
507585.1909	5899168.8331	0.0000	PolygonP7	255	0	0
507585.1909	5899168.7164	0.0000	PolygonP7	255	0	0
507583.9763	5899165.2585	0.0000	PolygonP7	255	0	0
507584.0822	5899165.3905	0.0000	PolygonP7	255	0	0
507584.0822	5899165.3322	0.0000	PolygonP7	255	0	0
507581.4565	5899163.2084	0.0000	PolygonP7	255	0	0
507578.3057	5899160.1975	0.0000	PolygonP7	255	0	0
507578.2473	5899160.1391	0.0000	PolygonP7	255	0	0
507578.1306	5899160.0224	0.0000	PolygonP7	255	0	0
507576.6719	5899157.6885	0.0000	PolygonP7	255	0	0
507576.6136	5899157.6301	0.0000	PolygonP7	255	0	0
507576.4969	5899157.6301	0.0000	PolygonP7	255	0	0
507569.5534	5899153.3123	0.0000	PolygonP7	255	0	0
507569.5534	5899153.2540	0.0000	PolygonP7	255	0	0
507569.5534	5899153.1373	0.0000	PolygonP7	255	0	0
507569.4367	5899153.0789	0.0000	PolygonP7	255	0	0
507565.8190	5899147.4774	0.0000	PolygonP7	255	0	0
507565.7607	5899147.4191	0.0000	PolygonP7	255	0	0
507562.9599	5899146.5438	0.0000	PolygonP7	255	0	0
507562.9599	5899146.4855	0.0000	PolygonP7	255	0	0
507562.7849	5899146.4855	0.0000	PolygonP7	255	0	0
507562.6098	5899146.4855	0.0000	PolygonP7	255	0	0
507559.8933	5899145.4632	0.0000	PolygonP7	255	0	0
507559.8091	5899145.2602	0.0000	PolygonP7	255	0	0
507558.2920	5899142.6928	0.0000	PolygonP7	255	0	0
507556.7750	5899138.3750	0.0000	PolygonP7	255	0	0
507556.7750	5899138.3166	0.0000	PolygonP7	255	0	0
507556.7750	5899138.2583	0.0000	PolygonP7	255	0	0
507556.6583	5899134.2322	0.0000	PolygonP7	255	0	0
507556.6583	5899134.1739	0.0000	PolygonP7	255	0	0
507556.5999	5899134.1739	0.0000	PolygonP7	255	0	0
507554.7911	5899130.9647	0.0000	PolygonP7	255	0	0
507552.7489	5899126.2384	0.0000	PolygonP7	255	0	0
507550.4733	5899119.5283	0.0000	PolygonP7	255	0	0
507545.0468	5899114.3936	0.0000	PolygonP7	255	0	0
507539.2703	5899109.1422	0.0000	PolygonP7	255	0	0
507526.7837	5899093.2713	0.0000	PolygonP7	255	0	0
507521.2989	5899086.9697	0.0000	PolygonP7	255	0	0
507519.1983	5899081.3098	0.0000	PolygonP7	255	0	0
507515.6390	5899073.3160	0.0000	PolygonP7	255	0	0
507508.7539	5899067.0727	0.0000	PolygonP7	255	0	0
507504.2610	5899061.9380	0.0000	PolygonP7	255	0	0
507498.9513	5899058.7872	0.0000	PolygonP7	255	0	0
507495.2169	5899054.4110	0.0000	PolygonP7	255	0	0
507491.4243	5899050.2099	0.0000	PolygonP7	255	0	0
507488.5652	5899044.4334	0.0000	PolygonP7	255	0	0
507486.2312	5899040.5823	0.0000	PolygonP7	255	0	0
507485.5310	5899033.8139	0.0000	PolygonP7	255	0	0
507485.1809	5899030.2546	0.0000	PolygonP7	255	0	0
507480.4547	5899022.6109	0.0000	PolygonP7	255	0	0
507474.6198	5899014.8505	0.0000	PolygonP7	255	0	0
507470.3603	5899010.7661	0.0000	PolygonP7	255	0	0
507470.3020	5899010.7077	0.0000	PolygonP7	255	0	0
507467.5012	5899006.0982	0.0000	PolygonP7	255	0	0
507467.5012	5899005.9815	0.0000	PolygonP7	255	0	0
507464.5838	5899000.3216	0.0000	PolygonP7	255	0	0
507464.5838	5898999.9715	0.0000	PolygonP7	255	0	0
507464.5838	5898999.9132	0.0000	PolygonP7	255	0	0
507460.3243	5898991.6860	0.0000	PolygonP7	255	0	0
507453.2641	5898984.4507	0.0000	PolygonP7	255	0	0
507452.0388	5898979.5494	0.0000	PolygonP7	255	0	0
507445.9122	5898970.2720	0.0000	PolygonP7	255	0	0
507445.9122	5898970.2136	0.0000	PolygonP7	255	0	0
507438.7936	5898960.9362	0.0000	PolygonP7	255	0	0
507438.7352	5898960.8778	0.0000	PolygonP7	255	0	0
507434.0090	5898953.5842	0.0000	PolygonP7	255	0	0
507426.3653	5898944.8902	0.0000	PolygonP7	255	0	0
507422.5726	5898940.2807	0.0000	PolygonP7	255	0	0
507422.6310	5898940.2807	0.0000	PolygonP7	255	0	0
507402.0338	5898910.3477	0.0000	PolygonP7	255	0	0
507395.0320	5898900.9535	0.0000	PolygonP7	255	0	0
507392.0562	5898895.0020	0.0000	PolygonP7	255	0	0
507387.5050	5898887.1832	0.0000	PolygonP7	255	0	0
507387.4466	5898887.0665	0.0000	PolygonP7	255	0	0
507367.9581	5898869.0951	0.0000	PolygonP7	255	0	0
507367.9581	5898869.0367	0.0000	PolygonP7	255	0	0
507368.0164	5898869.0367	0.0000	PolygonP7	255	0	0
507363.5236	5898863.6686	0.0000	PolygonP7	255	0	0
507352.0872	5898850.2484	0.0000	PolygonP7	255	0	0
507346.6608	5898845.2304	0.0000	PolygonP7	255	0	0
507346.6024	5898845.2304	0.0000	PolygonP7	255	0	0
507346.5441	5898845.1137	0.0000	PolygonP7	255	0	0
507340.7092	5898836.7115	0.0000	PolygonP7	255	0	0
507333.5906	5898825.6252	0.0000	PolygonP7	255	0	0
507331.0523	5898821.8791	0.0000	PolygonP7	255	0	0
507318.8867	5898795.4588	0.0000	PolygonP7	255	0	0
507313.1685	5898787.0566	0.0000	PolygonP7	255	0	0
507306.8085	5898777.3707	0.0000	PolygonP7	255	0	0
507298.2312	5898766.1677	0.0000	PolygonP7	255	0	0
507298.2312	5898766.1094	0.0000	PolygonP7	255	0	0
507298.2312	5898765.9343	0.0000	PolygonP7	255	0	0
507287.3200	5898760.8580	0.0000	PolygonP7	255	0	0
507266.2561	5898748.9548	0.0000	PolygonP7	255	0	0
507250.5602	5898743.8201	0.0000	PolygonP7	255	0	0
507249.1015	5898741.5445	0.0000	PolygonP7	255	0	0
507249.1015	5898741.4278	0.0000	PolygonP7	255	0	0
507247.3510	5898738.1019	0.0000	PolygonP7	255	0	0
507247.2927	5898737.9852	0.0000	PolygonP7	255	0	0
507247.1760	5898737.9269	0.0000	PolygonP7	255	0	0
507244.8420	5898735.5929	0.0000	PolygonP7	255	0	0
507244.8420	5898735.5346	0.0000	PolygonP7	255	0	0
507244.8420	5898735.4762	0.0000	PolygonP7	255	0	0
507243.3833	5898732.6755	0.0000	PolygonP7	255	0	0
507238.1903	5898724.4483	0.0000	PolygonP7	255	0	0
507238.1319	5898724.3316	0.0000	PolygonP7	255	0	0
507235.7396	5898718.3800	0.0000	PolygonP7	255	0	0
507226.5788	5898708.1690	0.0000	PolygonP7	255	0	0
507222.3777	5898702.7425	0.0000	PolygonP7	255	0	0
507219.4019	5898697.2577	0.0000	PolygonP7	255	0	0
507216.6012	5898695.7990	0.0000	PolygonP7	255	0	0
507213.9755	5898692.6482	0.0000	PolygonP7	255	0	0
507213.9171	5898692.5315	0.0000	PolygonP7	255	0	0
507211.2914	5898690.1975	0.0000	PolygonP7	255	0	0
507209.1909	5898686.9883	0.0000	PolygonP7	255	0	0
507207.0903	5898685.1795	0.0000	PolygonP7	255	0	0
507206.9153	5898678.8778	0.0000	PolygonP7	255	0	0
507206.9153	5898678.8195	0.0000	PolygonP7	255	0	0
507206.6819	5898678.5861	0.0000	PolygonP7	255	0	0
507203.0059	5898673.2763	0.0000	PolygonP7	255	0	0
507202.9476	5898673.2180	0.0000	PolygonP7	255	0	0
507202.9476	5898673.1596	0.0000	PolygonP7	255	0	0
507195.6540	5898670.5923	0.0000	PolygonP7	255	0	0
507190.0525	5898673.1013	0.0000	PolygonP7	255	0	0
507185.7347	5898677.5942	0.0000	PolygonP7	255	0	0
507185.7347	5898677.6525	0.0000	PolygonP7	255	0	0
507185.7347	5898677.9442	0.0000	PolygonP7	255	0	0
507185.7347	5898678.1193	0.0000	PolygonP7	255	0	0
507185.7347	5898682.3204	0.0000	PolygonP7	255	0	0
507189.2939	5898688.3303	0.0000	PolygonP7	255	0	0
507196.8793	5898703.7344	0.0000	PolygonP7	255	0	0
507199.7384	5898708.5190	0.0000	PolygonP7	255	0	0
507202.7725	5898714.1205	0.0000	PolygonP7	255	0	0
507202.8309	5898714.0622	0.0000	PolygonP7	255	0	0
507202.8892	5898714.0622	0.0000	PolygonP7	255	0	0
507213.1003	5898723.3980	0.0000	PolygonP7	255	0	0
507214.3839	5898728.5910	0.0000	PolygonP7	255	0	0
507214.3839	5898728.7077	0.0000	PolygonP7	255	0	0
507214.5006	5898728.8244	0.0000	PolygonP7	255	0	0
507216.5584	5898733.8691	0.0000	PolygonP7	255	0	0
507216.4845	5898734.0175	0.0000	PolygonP7	255	0	0
507218.3517	5898739.3272	0.0000	PolygonP7	255	0	0
507218.4100	5898739.3272	0.0000	PolygonP7	255	0	0
507224.8284	5898747.7878	0.0000	PolygonP7	255	0	0
507232.2970	5898755.6066	0.0000	PolygonP7	255	0	0
507236.6148	5898760.1578	0.0000	PolygonP7	255	0	0
507242.5664	5898765.7009	0.0000	PolygonP7	255	0	0
507249.8600	5898769.3185	0.0000	PolygonP7	255	0	0
507249.8017	5898769.3769	0.0000	PolygonP7	255	0	0
507249.8017	5898769.4352	0.0000	PolygonP7	255	0	0
507250.0351	5898769.6686	0.0000	PolygonP7	255	0	0
507254.0612	5898773.2279	0.0000	PolygonP7	255	0	0
507260.6546	5898772.4110	0.0000	PolygonP7	255	0	0
507260.7713	5898772.4110	0.0000	PolygonP7	255	0	0
507267.3063	5898775.2118	0.0000	PolygonP7	255	0	0
507275.7669	5898780.6382	0.0000	PolygonP7	255	0	0
507279.3845	5898785.7729	0.0000	PolygonP7	255	0	0
507279.4429	5898785.7729	0.0000	PolygonP7	255	0	0
507282.8855	5898791.4328	0.0000	PolygonP7	255	0	0
507284.8110	5898797.3260	0.0000	PolygonP7	255	0	0
507284.8693	5898797.3260	0.0000	PolygonP7	255	0	0
507287.1155	5898802.1492	0.0000	PolygonP7	255	0	0
507289.4206	5898806.7202	0.0000	PolygonP7	255	0	0
507292.1046	5898814.4222	0.0000	PolygonP7	255	0	0
507294.0301	5898817.9815	0.0000	PolygonP7	255	0	0
507296.1890	5898822.5327	0.0000	PolygonP7	255	0	0
507300.7986	5898826.7338	0.0000	PolygonP7	255	0	0
507301.8489	5898830.0597	0.0000	PolygonP7	255	0	0
507308.5590	5898832.1603	0.0000	PolygonP7	255	0	0
507312.4100	5898837.1199	0.0000	PolygonP7	255	0	0
507316.2027	5898840.3291	0.0000	PolygonP7	255	0	0
507316.2610	5898840.3291	0.0000	PolygonP7	255	0	0
507320.2871	5898848.3229	0.0000	PolygonP7	255	0	0
507320.2287	5898848.3812	0.0000	PolygonP7	255	0	0
507320.2287	5898848.4396	0.0000	PolygonP7	255	0	0
507323.5546	5898853.5743	0.0000	PolygonP7	255	0	0
507329.2728	5898862.9684	0.0000	PolygonP7	255	0	0
507331.8985	5898869.3285	0.0000	PolygonP7	255	0	0
507340.9426	5898873.5879	0.0000	PolygonP7	255	0	0
507341.0009	5898873.5879	0.0000	PolygonP7	255	0	0
507341.1176	5898873.6463	0.0000	PolygonP7	255	0	0
507342.6930	5898879.1311	0.0000	PolygonP7	255	0	0
507342.6930	5898879.1894	0.0000	PolygonP7	255	0	0
507344.3852	5898884.0324	0.0000	PolygonP7	255	0	0
507352.4957	5898901.9455	0.0000	PolygonP7	255	0	0
507372.3343	5898924.5265	0.0000	PolygonP7	255	0	0
507379.4528	5898929.8362	0.0000	PolygonP7	255	0	0
507412.1054	5898978.4555	0.0000	PolygonP7	255	0	0
507427.0071	5899003.4141	0.0000	PolygonP7	255	0	0
507441.7341	5899020.0685	0.0000	PolygonP7	255	0	0
507445.6788	5899024.1280	0.0000	PolygonP7	255	0	0
507449.9382	5899028.3874	0.0000	PolygonP7	255	0	0
507453.6726	5899032.5302	0.0000	PolygonP7	255	0	0
507453.2058	5899038.6568	0.0000	PolygonP7	255	0	0
507453.2058	5899038.5985	0.0000	PolygonP7	255	0	0
507455.0729	5899042.0411	0.0000	PolygonP7	255	0	0
507463.3001	5899050.7350	0.0000	PolygonP7	255	0	0
507466.2759	5899055.8697	0.0000	PolygonP7	255	0	0
507468.4348	5899060.3626	0.0000	PolygonP7	255	0	0
507472.2858	5899065.0888	0.0000	PolygonP7	255	0	0
507481.0965	5899076.1168	0.0000	PolygonP7	255	0	0
507487.6316	5899085.5693	0.0000	PolygonP7	255	0	0
507487.6899	5899085.5693	0.0000	PolygonP7	255	0	0
507496.9273	5899100.9818	0.0000	PolygonP7	255	0	0
507497.3175	5899100.7983	0.0000	PolygonP7	255	0	0
507506.3032	5899114.3353	0.0000	PolygonP7	255	0	0
507517.6229	5899130.9063	0.0000	PolygonP7	255	0	0
507521.9407	5899138.4917	0.0000	PolygonP7	255	0	0
507528.3007	5899144.9101	0.0000	PolygonP7	255	0	0
507539.4454	5899153.2540	0.0000	PolygonP7	255	0	0
507551.6403	5899164.1652	0.0000	PolygonP7	255	0	0
507552.8596	5899171.6256	0.0000	PolygonP7	255	0	0
507556.6583	5899174.1428	0.0000	PolygonP7	255	0	0
507566.4025	5899183.1286	0.0000	PolygonP7	255	0	0
507570.8685	5899189.8694	0.0000	PolygonP7	255	0	0
507579.2393	5899198.9994	0.0000	PolygonP7	255	0	0
507584.7824	5899207.3433	0.0000	PolygonP7	255	0	0
507588.6918	5899210.7859	0.0000	PolygonP7	255	0	0
507588.7501	5899210.7276	0.0000	PolygonP7	255	0	0
507593.9652	5899214.7832	0.0000	PolygonP7	255	0	0
507604.2820	5899224.4336	0.0000	PolygonP7	255	0	0
507611.3311	5899233.7754	0.0000	PolygonP7	255	0	0
507623.6427	5899247.3123	0.0000	PolygonP7	255	0	0
507647.5658	5899270.7685	0.0000	PolygonP7	255	0	0
507651.3001	5899274.8529	0.0000	PolygonP7	255	0	0
507661.1027	5899287.3396	0.0000	PolygonP7	255	0	0
507664.4286	5899290.0820	0.0000	PolygonP7	255	0	0
507664.4286	5899289.9653	0.0000	PolygonP7	255	0	0
507664.4869	5899289.9653	0.0000	PolygonP7	255	0	0
507667.8712	5899292.8244	0.0000	PolygonP7	255	0	0
507667.8712	5899292.8827	0.0000	PolygonP7	255	0	0
507668.8047	5899297.3756	0.0000	PolygonP7	255	0	0
507668.9214	5899297.5506	0.0000	PolygonP7	255	0	0
507669.8343	5899300.5614	0.0000	PolygonP7	255	0	0
507669.9134	5899300.8765	0.0000	PolygonP7	255	0	0
507669.9717	5899301.0516	0.0000	PolygonP7	255	0	0
507670.0301	5899301.1683	0.0000	PolygonP7	255	0	0
507671.7222	5899305.7195	0.0000	PolygonP7	255	0	0
507673.5894	5899311.1459	0.0000	PolygonP7	255	0	0
507675.8650	5899313.7716	0.0000	PolygonP7	255	0	0
507679.0741	5899317.3309	0.0000	PolygonP7	255	0	0
507682.9835	5899320.5984	0.0000	PolygonP7	255	0	0
507690.9773	5899327.7170	0.0000	PolygonP7	255	0	0
507697.2206	5899337.6363	0.0000	PolygonP7	255	0	0
507701.1884	5899343.4128	0.0000	PolygonP7	255	0	0
507701.1884	5899343.4712	0.0000	PolygonP7	255	0	0
507702.5094	5899348.2240	0.0000	PolygonP7	255	0	0
507702.7638	5899348.1974	0.0000	PolygonP7	255	0	0
507702.8221	5899348.3141	0.0000	PolygonP7	255	0	0
507704.6893	5899353.0987	0.0000	PolygonP7	255	0	0
507704.7476	5899353.1571	0.0000	PolygonP7	255	0	0
507706.2647	5899356.5413	0.0000	PolygonP7	255	0	0
507707.6651	5899357.0665	0.0000	PolygonP7	255	0	0
507710.2908	5899357.4166	0.0000	PolygonP7	255	0	0
507714.7253	5899361.9678	0.0000	PolygonP7	255	0	0
507714.7253	5899362.0845	0.0000	PolygonP7	255	0	0
507716.6508	5899366.5190	0.0000	PolygonP7	255	0	0
507717.9928	5899370.0783	0.0000	PolygonP7	255	0	0
507717.9928	5899370.1366	0.0000	PolygonP7	255	0	0
507718.6347	5899372.5873	0.0000	PolygonP7	255	0	0
507718.6347	5899372.6456	0.0000	PolygonP7	255	0	0
507719.3349	5899375.0963	0.0000	PolygonP7	255	0	0
507722.4857	5899375.5631	0.0000	PolygonP7	255	0	0
507726.1033	5899375.7381	0.0000	PolygonP7	255	0	0
507729.6007	5899376.8116	0.0000	PolygonP7	255	0	0
507733.1635	5899382.3315	0.0000	PolygonP7	255	0	0
507733.1635	5899382.3899	0.0000	PolygonP7	255	0	0
507733.2802	5899382.4482	0.0000	PolygonP7	255	0	0
507737.8406	5899387.8419	0.0000	PolygonP7	255	0	0
507738.0648	5899387.6996	0.0000	PolygonP7	255	0	0
507744.0164	5899392.4259	0.0000	PolygonP7	255	0	0
507749.3845	5899400.5947	0.0000	PolygonP7	255	0	0
507752.9438	5899406.6630	0.0000	PolygonP7	255	0	0
507756.0363	5899410.9225	0.0000	PolygonP7	255	0	0
507756.7948	5899415.7654	0.0000	PolygonP7	255	0	0
507758.5453	5899417.8660	0.0000	PolygonP7	255	0	0
507760.3541	5899420.6667	0.0000	PolygonP7	255	0	0
507763.7967	5899426.4432	0.0000	PolygonP7	255	0	0
507766.7141	5899430.5860	0.0000	PolygonP7	255	0	0
507768.0331	5899436.2934	0.0000	PolygonP7	255	0	0
507770.5651	5899442.7809	0.0000	PolygonP7	255	0	0
507771.0319	5899448.8492	0.0000	PolygonP7	255	0	0
507771.0903	5899449.0243	0.0000	PolygonP7	255	0	0
507771.2070	5899449.0826	0.0000	PolygonP7	255	0	0
507772.8991	5899453.6922	0.0000	PolygonP7	255	0	0
507775.0580	5899459.1770	0.0000	PolygonP7	255	0	0
507775.8165	5899462.2111	0.0000	PolygonP7	255	0	0
507775.8165	5899462.1527	0.0000	PolygonP7	255	0	0
507778.2672	5899465.3036	0.0000	PolygonP7	255	0	0
507779.1424	5899468.1627	0.0000	PolygonP7	255	0	0
507780.3094	5899471.0801	0.0000	PolygonP7	255	0	0
507783.4602	5899474.3477	0.0000	PolygonP7	255	0	0
507783.5769	5899474.4060	0.0000	PolygonP7	255	0	0
507790.5788	5899481.2328	0.0000	PolygonP7	255	0	0
507790.6955	5899481.2328	0.0000	PolygonP7	255	0	0
507795.7718	5899487.4178	0.0000	PolygonP7	255	0	0
507800.1480	5899493.3694	0.0000	PolygonP7	255	0	0
507804.5825	5899496.6369	0.0000	PolygonP7	255	0	0
507811.2343	5899501.8883	0.0000	PolygonP7	255	0	0
507815.0853	5899506.3228	0.0000	PolygonP7	255	0	0
507820.1033	5899510.9907	0.0000	PolygonP7	255	0	0
507826.2299	5899516.3588	0.0000	PolygonP7	255	0	0
507831.8314	5899522.4855	0.0000	PolygonP7	255	0	0
507838.9500	5899531.1211	0.0000	PolygonP7	255	0	0
507842.3342	5899537.4228	0.0000	PolygonP7	255	0	0
507844.0263	5899540.3985	0.0000	PolygonP7	255	0	0
507845.3100	5899543.1993	0.0000	PolygonP7	255	0	0
